filepath,class,label,subset
train\OSCC\aug_173_3677.jpg,OSCC,1,train
train\OSCC\aug_586_6309.jpg,OSCC,1,train
train\OSCC\aug_533_2121.jpg,OSCC,1,train
train\OSCC\OSCC_400x_94.jpg,OSCC,1,train
train\Normal\Normal_100x_89.jpg,Normal,0,train
train\Normal\aug_117_1684.jpg,Normal,0,train
train\Normal\aug_153_6717.jpg,Normal,0,train
train\OSCC\aug_479_5058.jpg,OSCC,1,train
train\OSCC\aug_628_2678.jpg,OSCC,1,train
train\Normal\aug_127_969.jpg,Normal,0,train
train\OSCC\OSCC_400x_251.jpg,OSCC,1,train
train\Normal\aug_62_2879.jpg,Normal,0,train
train\Normal\aug_364_3700.jpg,Normal,0,train
train\Normal\Normal_400x_118.jpg,Normal,0,train
train\Normal\aug_876_1439.jpg,Normal,0,train
train\Normal\aug_86_6993.jpg,Normal,0,train
train\OSCC\aug_300_1319.jpg,OSCC,1,train
train\OSCC\aug_443_5146.jpg,OSCC,1,train
train\OSCC\aug_720_2638.jpg,OSCC,1,train
train\Normal\aug_382_5098.jpg,Normal,0,train
train\Normal\aug_188_8140.jpg,Normal,0,train
train\OSCC\aug_418_7696.jpg,OSCC,1,train
train\Normal\aug_166_4386.jpg,Normal,0,train
train\OSCC\aug_433_7967.jpg,OSCC,1,train
train\OSCC\aug_433_8221.jpg,OSCC,1,train
train\Normal\aug_49_6615.jpg,Normal,0,train
train\Normal\aug_200_1582.jpg,Normal,0,train
train\OSCC\aug_455_7255.jpg,OSCC,1,train
train\OSCC\aug_642_5205.jpg,OSCC,1,train
train\Normal\aug_216_4160.jpg,Normal,0,train
train\Normal\aug_57_9946.jpg,Normal,0,train
train\OSCC\OSCC_100x_51.jpg,OSCC,1,train
train\Normal\Normal_400x_147.jpg,Normal,0,train
train\OSCC\aug_35_1039.jpg,OSCC,1,train
train\Normal\aug_301_6876.jpg,Normal,0,train
train\OSCC\aug_204_9313.jpg,OSCC,1,train
train\OSCC\aug_356_3590.jpg,OSCC,1,train
train\OSCC\aug_507_7879.jpg,OSCC,1,train
train\OSCC\OSCC_400x_326.jpg,OSCC,1,train
train\Normal\aug_219_4166.jpg,Normal,0,train
train\OSCC\aug_40_5507.jpg,OSCC,1,train
train\OSCC\OSCC_400x_47.jpg,OSCC,1,train
train\Normal\aug_30_8704.jpg,Normal,0,train
train\Normal\aug_163_2121.jpg,Normal,0,train
train\OSCC\OSCC_400x_386.jpg,OSCC,1,train
train\Normal\Normal_100x_42.jpg,Normal,0,train
train\Normal\aug_312_1878.jpg,Normal,0,train
train\OSCC\OSCC_400x_14.jpg,OSCC,1,train
train\OSCC\aug_169_6495.jpg,OSCC,1,train
train\Normal\aug_203_437.jpg,Normal,0,train
train\Normal\aug_505_2735.jpg,Normal,0,train
train\OSCC\aug_32_1799.jpg,OSCC,1,train
train\OSCC\OSCC_400x_99.jpg,OSCC,1,train
train\Normal\aug_328_8341.jpg,Normal,0,train
train\Normal\aug_443_8525.jpg,Normal,0,train
train\OSCC\OSCC_400x_445.jpg,OSCC,1,train
train\OSCC\aug_301_9784.jpg,OSCC,1,train
train\OSCC\OSCC_400x_193.jpg,OSCC,1,train
train\Normal\aug_176_4316.jpg,Normal,0,train
train\Normal\aug_4_5970.jpg,Normal,0,train
train\Normal\aug_250_1530.jpg,Normal,0,train
train\Normal\aug_774_2767.jpg,Normal,0,train
train\Normal\aug_439_7620.jpg,Normal,0,train
train\Normal\aug_645_9555.jpg,Normal,0,train
train\Normal\aug_37_4693.jpg,Normal,0,train
train\Normal\aug_276_5941.jpg,Normal,0,train
train\OSCC\aug_345_5971.jpg,OSCC,1,train
train\OSCC\OSCC_100x_307.jpg,OSCC,1,train
train\Normal\aug_591_9970.jpg,Normal,0,train
train\Normal\aug_162_1880.jpg,Normal,0,train
train\OSCC\aug_717_3808.jpg,OSCC,1,train
train\OSCC\aug_495_8308.jpg,OSCC,1,train
train\OSCC\aug_219_9092.jpg,OSCC,1,train
train\OSCC\OSCC_100x_409.jpg,OSCC,1,train
train\OSCC\OSCC_100x_278.jpg,OSCC,1,train
train\OSCC\OSCC_100x_273.jpg,OSCC,1,train
train\Normal\aug_95_2182.jpg,Normal,0,train
train\Normal\aug_263_9363.jpg,Normal,0,train
train\OSCC\aug_709_5380.jpg,OSCC,1,train
train\OSCC\aug_218_4181.jpg,OSCC,1,train
train\Normal\aug_65_4998.jpg,Normal,0,train
train\OSCC\aug_426_7144.jpg,OSCC,1,train
train\OSCC\aug_128_690.jpg,OSCC,1,train
train\OSCC\OSCC_400x_209.jpg,OSCC,1,train
train\Normal\aug_447_4653.jpg,Normal,0,train
train\OSCC\OSCC_400x_39.jpg,OSCC,1,train
train\OSCC\aug_543_2118.jpg,OSCC,1,train
train\Normal\aug_78_8048.jpg,Normal,0,train
train\OSCC\OSCC_100x_251.jpg,OSCC,1,train
train\OSCC\OSCC_400x_448.jpg,OSCC,1,train
train\Normal\aug_66_7306.jpg,Normal,0,train
train\OSCC\aug_345_9720.jpg,OSCC,1,train
train\Normal\aug_94_9966.jpg,Normal,0,train
train\OSCC\aug_292_1936.jpg,OSCC,1,train
train\Normal\aug_17_6763.jpg,Normal,0,train
train\OSCC\aug_688_56.jpg,OSCC,1,train
train\OSCC\OSCC_100x_257.jpg,OSCC,1,train
train\OSCC\OSCC_400x_101.jpg,OSCC,1,train
train\OSCC\aug_4_2134.jpg,OSCC,1,train
train\Normal\Normal_400x_80.jpg,Normal,0,train
train\OSCC\OSCC_400x_80.jpg,OSCC,1,train
train\Normal\aug_106_1656.jpg,Normal,0,train
train\OSCC\aug_326_9723.jpg,OSCC,1,train
train\OSCC\aug_452_9300.jpg,OSCC,1,train
train\Normal\aug_54_6186.jpg,Normal,0,train
train\Normal\aug_164_4527.jpg,Normal,0,train
train\OSCC\OSCC_400x_328.jpg,OSCC,1,train
train\OSCC\aug_230_9764.jpg,OSCC,1,train
train\OSCC\OSCC_400x_211.jpg,OSCC,1,train
train\Normal\Normal_100x_68.jpg,Normal,0,train
train\OSCC\aug_216_1868.jpg,OSCC,1,train
train\Normal\aug_31_4457.jpg,Normal,0,train
train\Normal\aug_181_3354.jpg,Normal,0,train
train\Normal\aug_144_2037.jpg,Normal,0,train
train\OSCC\OSCC_100x_99.jpg,OSCC,1,train
train\Normal\aug_848_1476.jpg,Normal,0,train
train\OSCC\aug_690_3050.jpg,OSCC,1,train
train\Normal\aug_84_8787.jpg,Normal,0,train
train\OSCC\OSCC_100x_354.jpg,OSCC,1,train
train\OSCC\aug_34_2983.jpg,OSCC,1,train
train\OSCC\aug_180_967.jpg,OSCC,1,train
train\Normal\Normal_100x_21.jpg,Normal,0,train
train\OSCC\aug_740_3656.jpg,OSCC,1,train
train\Normal\aug_215_8183.jpg,Normal,0,train
train\OSCC\OSCC_400x_202.jpg,OSCC,1,train
train\Normal\aug_163_1558.jpg,Normal,0,train
train\Normal\aug_62_5497.jpg,Normal,0,train
train\Normal\aug_367_8139.jpg,Normal,0,train
train\Normal\aug_382_115.jpg,Normal,0,train
train\OSCC\aug_297_122.jpg,OSCC,1,train
train\OSCC\OSCC_100x_438.jpg,OSCC,1,train
train\Normal\aug_249_6989.jpg,Normal,0,train
train\OSCC\OSCC_400x_42.jpg,OSCC,1,train
train\OSCC\aug_301_5788.jpg,OSCC,1,train
train\OSCC\OSCC_400x_412.jpg,OSCC,1,train
train\Normal\aug_633_7829.jpg,Normal,0,train
train\Normal\aug_298_9217.jpg,Normal,0,train
train\OSCC\aug_331_2341.jpg,OSCC,1,train
train\Normal\aug_22_1002.jpg,Normal,0,train
train\OSCC\aug_266_2157.jpg,OSCC,1,train
train\Normal\aug_542_5725.jpg,Normal,0,train
train\OSCC\OSCC_100x_34.jpg,OSCC,1,train
train\Normal\aug_829_7952.jpg,Normal,0,train
train\OSCC\OSCC_400x_311.jpg,OSCC,1,train
train\Normal\aug_46_7468.jpg,Normal,0,train
train\OSCC\aug_571_4051.jpg,OSCC,1,train
train\Normal\aug_111_3475.jpg,Normal,0,train
train\Normal\aug_114_8639.jpg,Normal,0,train
train\OSCC\aug_461_599.jpg,OSCC,1,train
train\Normal\Normal_100x_15.jpg,Normal,0,train
train\Normal\aug_176_2384.jpg,Normal,0,train
train\OSCC\OSCC_400x_60.jpg,OSCC,1,train
train\OSCC\OSCC_400x_286.jpg,OSCC,1,train
train\Normal\aug_24_3975.jpg,Normal,0,train
train\Normal\aug_160_6224.jpg,Normal,0,train
val\Normal\Normal_100x_46.jpg,Normal,0,val
val\OSCC\OSCC_400x_191.jpg,OSCC,1,val
val\OSCC\aug_343_2783.jpg,OSCC,1,val
val\OSCC\aug_399_3835.jpg,OSCC,1,val
val\OSCC\OSCC_400x_314.jpg,OSCC,1,val
val\Normal\aug_223_9995.jpg,Normal,0,val
val\OSCC\OSCC_400x_89.jpg,OSCC,1,val
val\Normal\aug_847_2703.jpg,Normal,0,val
val\Normal\aug_11_7083.jpg,Normal,0,val
val\OSCC\OSCC_400x_435.jpg,OSCC,1,val
val\Normal\Normal_400x_77.jpg,Normal,0,val
val\Normal\aug_65_3189.jpg,Normal,0,val
val\OSCC\aug_716_2369.jpg,OSCC,1,val
val\OSCC\aug_388_8940.jpg,OSCC,1,val
val\OSCC\aug_239_1750.jpg,OSCC,1,val
val\Normal\Normal_400x_189.jpg,Normal,0,val
val\Normal\aug_771_5335.jpg,Normal,0,val
val\OSCC\OSCC_400x_263.jpg,OSCC,1,val
val\OSCC\OSCC_100x_124.jpg,OSCC,1,val
val\Normal\aug_212_9658.jpg,Normal,0,val
val\OSCC\aug_712_6057.jpg,OSCC,1,val
val\OSCC\OSCC_100x_374.jpg,OSCC,1,val
val\Normal\Normal_100x_33.jpg,Normal,0,val
val\Normal\aug_61_2580.jpg,Normal,0,val
val\OSCC\aug_67_3144.jpg,OSCC,1,val
val\Normal\Normal_400x_6.jpg,Normal,0,val
val\OSCC\OSCC_400x_62.jpg,OSCC,1,val
val\OSCC\OSCC_100x_62.jpg,OSCC,1,val
val\OSCC\OSCC_400x_137.jpg,OSCC,1,val
val\OSCC\aug_695_1693.jpg,OSCC,1,val
val\Normal\aug_24_1644.jpg,Normal,0,val
val\Normal\aug_719_1971.jpg,Normal,0,val
val\OSCC\aug_585_3462.jpg,OSCC,1,val
val\OSCC\OSCC_400x_470.jpg,OSCC,1,val
val\Normal\aug_98_3245.jpg,Normal,0,val
val\OSCC\aug_471_3748.jpg,OSCC,1,val
val\OSCC\OSCC_100x_83.jpg,OSCC,1,val
val\OSCC\aug_619_8881.jpg,OSCC,1,val
val\OSCC\aug_350_2964.jpg,OSCC,1,val
val\OSCC\aug_76_5355.jpg,OSCC,1,val
val\OSCC\aug_205_9611.jpg,OSCC,1,val
val\OSCC\OSCC_400x_487.jpg,OSCC,1,val
val\OSCC\aug_90_5069.jpg,OSCC,1,val
val\Normal\aug_281_3639.jpg,Normal,0,val
val\OSCC\aug_196_9731.jpg,OSCC,1,val
val\OSCC\OSCC_400x_200.jpg,OSCC,1,val
val\Normal\aug_173_1342.jpg,Normal,0,val
val\Normal\aug_162_1320.jpg,Normal,0,val
val\OSCC\aug_169_8831.jpg,OSCC,1,val
val\Normal\aug_383_9356.jpg,Normal,0,val
val\Normal\aug_39_5775.jpg,Normal,0,val
val\OSCC\OSCC_100x_364.jpg,OSCC,1,val
val\OSCC\aug_644_916.jpg,OSCC,1,val
val\OSCC\aug_161_2747.jpg,OSCC,1,val
val\Normal\Normal_400x_150.jpg,Normal,0,val
val\Normal\Normal_100x_3.jpg,Normal,0,val
val\Normal\Normal_100x_6.jpg,Normal,0,val
val\Normal\aug_233_253.jpg,Normal,0,val
val\Normal\aug_203_3869.jpg,Normal,0,val
val\OSCC\aug_374_5360.jpg,OSCC,1,val
val\Normal\aug_536_5869.jpg,Normal,0,val
val\OSCC\aug_518_9762.jpg,OSCC,1,val
val\OSCC\OSCC_400x_460.jpg,OSCC,1,val
val\OSCC\aug_386_4273.jpg,OSCC,1,val
val\OSCC\aug_191_1779.jpg,OSCC,1,val
val\OSCC\aug_49_4159.jpg,OSCC,1,val
val\Normal\aug_55_4696.jpg,Normal,0,val
val\Normal\aug_226_4717.jpg,Normal,0,val
val\OSCC\aug_562_7086.jpg,OSCC,1,val
val\OSCC\aug_261_4335.jpg,OSCC,1,val
val\Normal\aug_0_6306.jpg,Normal,0,val
val\OSCC\aug_656_275.jpg,OSCC,1,val
val\OSCC\OSCC_100x_53.jpg,OSCC,1,val
val\Normal\aug_164_200.jpg,Normal,0,val
val\Normal\Normal_400x_148.jpg,Normal,0,val
val\OSCC\OSCC_400x_456.jpg,OSCC,1,val
val\Normal\aug_221_7898.jpg,Normal,0,val
val\Normal\aug_26_1658.jpg,Normal,0,val
val\Normal\aug_60_125.jpg,Normal,0,val
val\OSCC\OSCC_100x_339.jpg,OSCC,1,val
val\OSCC\aug_528_376.jpg,OSCC,1,val
val\Normal\aug_206_1612.jpg,Normal,0,val
val\OSCC\aug_340_8995.jpg,OSCC,1,val
val\Normal\aug_223_4360.jpg,Normal,0,val
val\OSCC\aug_233_2267.jpg,OSCC,1,val
val\Normal\aug_216_687.jpg,Normal,0,val
val\Normal\Normal_400x_171.jpg,Normal,0,val
val\Normal\Normal_100x_11.jpg,Normal,0,val
val\OSCC\aug_608_8477.jpg,OSCC,1,val
val\Normal\aug_181_9446.jpg,Normal,0,val
val\Normal\aug_33_2268.jpg,Normal,0,val
val\Normal\aug_41_7434.jpg,Normal,0,val
val\OSCC\aug_239_939.jpg,OSCC,1,val
val\Normal\aug_454_2754.jpg,Normal,0,val
val\Normal\aug_347_1930.jpg,Normal,0,val
val\OSCC\aug_196_5896.jpg,OSCC,1,val
val\Normal\aug_261_536.jpg,Normal,0,val
val\Normal\aug_3_484.jpg,Normal,0,val
val\Normal\aug_322_9889.jpg,Normal,0,val
val\OSCC\OSCC_400x_346.jpg,OSCC,1,val
val\Normal\aug_158_2088.jpg,Normal,0,val
val\Normal\aug_316_6346.jpg,Normal,0,val
val\Normal\aug_17_5835.jpg,Normal,0,val
val\OSCC\aug_131_4152.jpg,OSCC,1,val
val\OSCC\aug_322_6065.jpg,OSCC,1,val
val\OSCC\aug_287_9573.jpg,OSCC,1,val
val\OSCC\aug_448_6979.jpg,OSCC,1,val
val\Normal\aug_556_4384.jpg,Normal,0,val
val\OSCC\aug_17_2493.jpg,OSCC,1,val
val\Normal\aug_197_1.jpg,Normal,0,val
val\OSCC\aug_693_3044.jpg,OSCC,1,val
val\Normal\Normal_400x_136.jpg,Normal,0,val
val\OSCC\aug_25_9313.jpg,OSCC,1,val
val\OSCC\aug_438_3597.jpg,OSCC,1,val
val\OSCC\aug_618_4874.jpg,OSCC,1,val
val\Normal\aug_116_3929.jpg,Normal,0,val
val\OSCC\aug_646_2922.jpg,OSCC,1,val
val\OSCC\aug_88_3784.jpg,OSCC,1,val
val\OSCC\aug_98_4455.jpg,OSCC,1,val
val\Normal\aug_323_6431.jpg,Normal,0,val
val\Normal\aug_111_2328.jpg,Normal,0,val
val\OSCC\aug_285_4389.jpg,OSCC,1,val
val\Normal\aug_24_8700.jpg,Normal,0,val
val\OSCC\aug_57_5803.jpg,OSCC,1,val
val\OSCC\aug_245_3554.jpg,OSCC,1,val
val\Normal\Normal_400x_105.jpg,Normal,0,val
val\OSCC\aug_8_8225.jpg,OSCC,1,val
val\Normal\Normal_400x_137.jpg,Normal,0,val
val\OSCC\aug_510_4900.jpg,OSCC,1,val
val\Normal\aug_12_7552.jpg,Normal,0,val
val\OSCC\aug_124_1479.jpg,OSCC,1,val
val\OSCC\aug_337_824.jpg,OSCC,1,val
val\OSCC\aug_710_4201.jpg,OSCC,1,val
val\Normal\aug_204_5049.jpg,Normal,0,val
val\OSCC\aug_292_2294.jpg,OSCC,1,val
val\OSCC\OSCC_400x_185.jpg,OSCC,1,val
val\Normal\aug_80_2909.jpg,Normal,0,val
val\OSCC\aug_700_6383.jpg,OSCC,1,val
val\OSCC\aug_373_318.jpg,OSCC,1,val
val\Normal\aug_41_1712.jpg,Normal,0,val
val\Normal\aug_725_9994.jpg,Normal,0,val
val\Normal\aug_134_2537.jpg,Normal,0,val
val\Normal\aug_36_8500.jpg,Normal,0,val
val\OSCC\aug_592_9961.jpg,OSCC,1,val
val\Normal\aug_835_8211.jpg,Normal,0,val
val\Normal\aug_604_9694.jpg,Normal,0,val
val\OSCC\aug_440_1169.jpg,OSCC,1,val
val\Normal\aug_129_9196.jpg,Normal,0,val
val\OSCC\OSCC_100x_52.jpg,OSCC,1,val
val\Normal\Normal_400x_176.jpg,Normal,0,val
val\Normal\aug_177_4984.jpg,Normal,0,val
val\Normal\aug_216_2207.jpg,Normal,0,val
val\OSCC\aug_398_5217.jpg,OSCC,1,val
val\Normal\aug_158_8441.jpg,Normal,0,val
val\Normal\aug_176_7395.jpg,Normal,0,val
val\Normal\aug_295_6358.jpg,Normal,0,val
val\Normal\aug_7_6737.jpg,Normal,0,val
val\OSCC\aug_78_5133.jpg,OSCC,1,val
val\OSCC\aug_625_5513.jpg,OSCC,1,val
val\Normal\aug_139_4026.jpg,Normal,0,val
val\Normal\aug_222_3768.jpg,Normal,0,val
val\OSCC\OSCC_400x_476.jpg,OSCC,1,val
val\OSCC\aug_39_4226.jpg,OSCC,1,val
val\OSCC\aug_491_4953.jpg,OSCC,1,val
val\OSCC\aug_625_1012.jpg,OSCC,1,val
val\OSCC\OSCC_100x_45.jpg,OSCC,1,val
val\Normal\Normal_400x_2.jpg,Normal,0,val
val\OSCC\aug_364_1978.jpg,OSCC,1,val
val\OSCC\aug_345_4786.jpg,OSCC,1,val
val\OSCC\aug_35_9899.jpg,OSCC,1,val
val\Normal\aug_306_3103.jpg,Normal,0,val
val\Normal\aug_83_1344.jpg,Normal,0,val
val\OSCC\aug_74_1888.jpg,OSCC,1,val
val\OSCC\aug_436_8654.jpg,OSCC,1,val
val\OSCC\aug_240_6795.jpg,OSCC,1,val
val\OSCC\aug_285_3356.jpg,OSCC,1,val
val\Normal\aug_219_597.jpg,Normal,0,val
val\Normal\aug_9_7523.jpg,Normal,0,val
val\OSCC\aug_83_9746.jpg,OSCC,1,val
val\OSCC\aug_551_8422.jpg,OSCC,1,val
val\Normal\aug_179_3272.jpg,Normal,0,val
val\OSCC\aug_564_1335.jpg,OSCC,1,val
val\OSCC\aug_728_6334.jpg,OSCC,1,val
val\Normal\aug_416_286.jpg,Normal,0,val
val\Normal\aug_146_2121.jpg,Normal,0,val
val\Normal\aug_204_2467.jpg,Normal,0,val
val\Normal\Normal_400x_55.jpg,Normal,0,val
val\OSCC\aug_628_4314.jpg,OSCC,1,val
val\OSCC\OSCC_400x_384.jpg,OSCC,1,val
val\Normal\Normal_400x_75.jpg,Normal,0,val
val\OSCC\OSCC_400x_154.jpg,OSCC,1,val
val\Normal\aug_228_5117.jpg,Normal,0,val
val\Normal\aug_277_9829.jpg,Normal,0,val
val\Normal\aug_154_5869.jpg,Normal,0,val
val\OSCC\aug_730_9739.jpg,OSCC,1,val
val\Normal\aug_183_873.jpg,Normal,0,val
val\Normal\aug_115_4541.jpg,Normal,0,val
val\Normal\aug_41_9464.jpg,Normal,0,val
val\OSCC\OSCC_400x_16.jpg,OSCC,1,val
val\OSCC\OSCC_100x_55.jpg,OSCC,1,val
val\OSCC\aug_72_663.jpg,OSCC,1,val
val\OSCC\aug_57_4100.jpg,OSCC,1,val
val\Normal\aug_216_2120.jpg,Normal,0,val
val\Normal\aug_69_5610.jpg,Normal,0,val
val\OSCC\aug_510_29.jpg,OSCC,1,val
val\OSCC\OSCC_100x_179.jpg,OSCC,1,val
val\OSCC\aug_588_1887.jpg,OSCC,1,val
val\Normal\aug_871_1264.jpg,Normal,0,val
val\OSCC\aug_214_9443.jpg,OSCC,1,val
val\Normal\aug_98_7837.jpg,Normal,0,val
val\Normal\aug_115_5308.jpg,Normal,0,val
val\OSCC\OSCC_100x_437.jpg,OSCC,1,val
val\OSCC\aug_509_4475.jpg,OSCC,1,val
val\OSCC\aug_681_9359.jpg,OSCC,1,val
val\Normal\aug_147_1549.jpg,Normal,0,val
val\Normal\Normal_400x_142.jpg,Normal,0,val
val\OSCC\aug_387_7135.jpg,OSCC,1,val
val\Normal\aug_96_4787.jpg,Normal,0,val
val\Normal\aug_192_2449.jpg,Normal,0,val
val\Normal\aug_3_4636.jpg,Normal,0,val
val\Normal\aug_244_6383.jpg,Normal,0,val
val\OSCC\aug_112_4031.jpg,OSCC,1,val
val\Normal\aug_125_95.jpg,Normal,0,val
val\OSCC\aug_596_149.jpg,OSCC,1,val
val\Normal\Normal_400x_49.jpg,Normal,0,val
val\Normal\Normal_400x_59.jpg,Normal,0,val
val\Normal\aug_88_5813.jpg,Normal,0,val
val\Normal\aug_214_381.jpg,Normal,0,val
val\OSCC\OSCC_400x_492.jpg,OSCC,1,val
val\OSCC\aug_342_4461.jpg,OSCC,1,val
val\Normal\aug_29_424.jpg,Normal,0,val
val\Normal\aug_355_5834.jpg,Normal,0,val
val\OSCC\OSCC_100x_344.jpg,OSCC,1,val
val\OSCC\aug_261_865.jpg,OSCC,1,val
val\OSCC\aug_158_8931.jpg,OSCC,1,val
val\OSCC\aug_270_3262.jpg,OSCC,1,val
val\Normal\aug_229_8408.jpg,Normal,0,val
val\OSCC\aug_277_5674.jpg,OSCC,1,val
val\OSCC\OSCC_100x_383.jpg,OSCC,1,val
val\OSCC\OSCC_100x_75.jpg,OSCC,1,val
val\Normal\Normal_100x_81.jpg,Normal,0,val
val\Normal\aug_456_5906.jpg,Normal,0,val
val\OSCC\OSCC_100x_80.jpg,OSCC,1,val
val\OSCC\OSCC_400x_215.jpg,OSCC,1,val
val\OSCC\aug_604_8996.jpg,OSCC,1,val
val\Normal\aug_201_1881.jpg,Normal,0,val
val\Normal\aug_181_4197.jpg,Normal,0,val
val\Normal\aug_182_2184.jpg,Normal,0,val
val\OSCC\aug_7_4880.jpg,OSCC,1,val
val\OSCC\aug_388_9327.jpg,OSCC,1,val
val\OSCC\OSCC_100x_435.jpg,OSCC,1,val
val\Normal\aug_53_3982.jpg,Normal,0,val
val\Normal\aug_92_2631.jpg,Normal,0,val
val\Normal\aug_121_4458.jpg,Normal,0,val
val\Normal\aug_108_4940.jpg,Normal,0,val
val\OSCC\aug_710_7126.jpg,OSCC,1,val
val\OSCC\OSCC_400x_2.jpg,OSCC,1,val
val\OSCC\OSCC_400x_479.jpg,OSCC,1,val
val\Normal\aug_146_729.jpg,Normal,0,val
val\Normal\aug_101_2423.jpg,Normal,0,val
val\Normal\aug_58_8788.jpg,Normal,0,val
val\Normal\aug_874_2278.jpg,Normal,0,val
val\OSCC\aug_90_7679.jpg,OSCC,1,val
val\Normal\aug_400_6209.jpg,Normal,0,val
val\Normal\aug_6_8565.jpg,Normal,0,val
val\Normal\aug_178_8130.jpg,Normal,0,val
val\Normal\Normal_400x_127.jpg,Normal,0,val
val\Normal\aug_202_8095.jpg,Normal,0,val
val\Normal\aug_212_4846.jpg,Normal,0,val
val\Normal\aug_373_1944.jpg,Normal,0,val
val\Normal\Normal_100x_25.jpg,Normal,0,val
val\Normal\aug_109_7018.jpg,Normal,0,val
val\OSCC\OSCC_100x_76.jpg,OSCC,1,val
val\OSCC\aug_159_7151.jpg,OSCC,1,val
val\Normal\aug_81_6.jpg,Normal,0,val
val\Normal\aug_208_787.jpg,Normal,0,val
val\OSCC\OSCC_400x_360.jpg,OSCC,1,val
val\OSCC\OSCC_400x_430.jpg,OSCC,1,val
val\Normal\aug_52_4849.jpg,Normal,0,val
val\OSCC\aug_497_4153.jpg,OSCC,1,val
val\Normal\aug_141_5144.jpg,Normal,0,val
val\Normal\aug_623_5580.jpg,Normal,0,val
val\OSCC\aug_395_4103.jpg,OSCC,1,val
val\OSCC\aug_221_1747.jpg,OSCC,1,val
val\OSCC\OSCC_400x_245.jpg,OSCC,1,val
val\OSCC\OSCC_100x_100.jpg,OSCC,1,val
val\OSCC\aug_607_8253.jpg,OSCC,1,val
val\OSCC\aug_573_6950.jpg,OSCC,1,val
val\Normal\aug_222_4417.jpg,Normal,0,val
val\Normal\Normal_100x_88.jpg,Normal,0,val
val\Normal\aug_455_1658.jpg,Normal,0,val
val\OSCC\aug_246_3003.jpg,OSCC,1,val
val\Normal\aug_441_9329.jpg,Normal,0,val
val\Normal\aug_89_9789.jpg,Normal,0,val
val\Normal\aug_24_7862.jpg,Normal,0,val
val\OSCC\aug_456_9678.jpg,OSCC,1,val
val\OSCC\aug_429_2177.jpg,OSCC,1,val
val\Normal\aug_18_7830.jpg,Normal,0,val
val\Normal\aug_217_5550.jpg,Normal,0,val
val\OSCC\aug_238_2221.jpg,OSCC,1,val
val\OSCC\OSCC_400x_10.jpg,OSCC,1,val
val\Normal\aug_263_9528.jpg,Normal,0,val
val\OSCC\OSCC_400x_319.jpg,OSCC,1,val
val\OSCC\aug_532_5689.jpg,OSCC,1,val
val\OSCC\OSCC_100x_353.jpg,OSCC,1,val
val\Normal\aug_415_395.jpg,Normal,0,val
val\Normal\aug_158_8373.jpg,Normal,0,val
val\Normal\aug_377_2786.jpg,Normal,0,val
val\Normal\Normal_400x_160.jpg,Normal,0,val
val\Normal\aug_149_7103.jpg,Normal,0,val
val\Normal\aug_202_2728.jpg,Normal,0,val
val\OSCC\OSCC_400x_275.jpg,OSCC,1,val
val\OSCC\aug_341_3215.jpg,OSCC,1,val
val\Normal\aug_62_3290.jpg,Normal,0,val
val\Normal\aug_377_8619.jpg,Normal,0,val
val\Normal\aug_105_3728.jpg,Normal,0,val
val\OSCC\aug_256_1316.jpg,OSCC,1,val
val\OSCC\aug_243_5499.jpg,OSCC,1,val
val\OSCC\OSCC_100x_335.jpg,OSCC,1,val
val\Normal\aug_96_1730.jpg,Normal,0,val
val\Normal\aug_26_1258.jpg,Normal,0,val
val\OSCC\aug_405_8165.jpg,OSCC,1,val
val\Normal\aug_126_768.jpg,Normal,0,val
val\Normal\aug_96_4094.jpg,Normal,0,val
val\OSCC\aug_391_6391.jpg,OSCC,1,val
val\Normal\aug_209_8998.jpg,Normal,0,val
val\OSCC\OSCC_400x_429.jpg,OSCC,1,val
val\OSCC\aug_93_9905.jpg,OSCC,1,val
val\OSCC\aug_149_6495.jpg,OSCC,1,val
val\Normal\aug_545_9137.jpg,Normal,0,val
val\OSCC\aug_691_7227.jpg,OSCC,1,val
val\OSCC\aug_731_7816.jpg,OSCC,1,val
val\OSCC\aug_321_1141.jpg,OSCC,1,val
val\OSCC\aug_276_677.jpg,OSCC,1,val
val\Normal\aug_111_7651.jpg,Normal,0,val
val\Normal\aug_196_2548.jpg,Normal,0,val
val\Normal\aug_138_4765.jpg,Normal,0,val
val\OSCC\aug_100_1156.jpg,OSCC,1,val
val\Normal\aug_679_6184.jpg,Normal,0,val
val\OSCC\aug_10_7350.jpg,OSCC,1,val
val\OSCC\aug_308_8465.jpg,OSCC,1,val
val\Normal\aug_386_3513.jpg,Normal,0,val
val\Normal\aug_372_8556.jpg,Normal,0,val
val\OSCC\OSCC_100x_175.jpg,OSCC,1,val
val\OSCC\OSCC_400x_436.jpg,OSCC,1,val
val\Normal\aug_121_9231.jpg,Normal,0,val
val\OSCC\OSCC_400x_144.jpg,OSCC,1,val
val\Normal\Normal_100x_84.jpg,Normal,0,val
val\OSCC\aug_445_7432.jpg,OSCC,1,val
val\OSCC\aug_298_4033.jpg,OSCC,1,val
val\OSCC\aug_151_5754.jpg,OSCC,1,val
val\Normal\Normal_400x_194.jpg,Normal,0,val
val\Normal\aug_494_2393.jpg,Normal,0,val
val\OSCC\OSCC_100x_334.jpg,OSCC,1,val
val\OSCC\OSCC_400x_207.jpg,OSCC,1,val
val\OSCC\aug_20_662.jpg,OSCC,1,val
